,battery_park_property_tax,garrett_park_property_tax,brownfield_s_county_tax_credit,new_jobs_tax_credit,design_for_life_tax_credit,laytonsville_property_tax,wssc_connection_fee_chg,ch_ch_section_3_property_tax,day_car_tax_credit,dbu_road,historic_preservation_credit,total_credits,takoma_park_special,brownfields_state_tax_credit,parcel_code,renewable_energy_credit,ch_ch_town_charge_ri,washington_grove_rn,dev_dist_special_tax_wg,dev_dist_special_assessment_wg,friendship_hts_property_tax,art_s_entertainment_credit,gaithersburg_property_tax,total,special_area_homestead_credit,washington_grove_serv_chg,green_building_tax_credit,gaithersburg_charge_rm,wssc_front_foot_benefit_chg,white_flint_sp_tax,water_qual_protect_chg_nr,north_ch_ch_property_tax,brookeville_property_tax,rockville_property_tax_credit,somerset_property_tax,county_homeowner_s_credit,martins_addition_charge_rk,drummond_property_tax,county_homestead_credit,water_quality_protect_chg_sfr,dev_dist_special_assessment_kv,business_incubator_tax_credit,municipal_homestead_credit,state_homestead_credit,rockville_property_tax,enterprise_zone_tax_credit,solid_waste_charge,water_quality_protect_chg_ex,glen_echo_property_tax,water_quality_protect_chg_ag,poolesville_property_tax,ch_ch_section_5_charge_rj,clean_lien_demolition,gaithersburg_stormwater_fee,conservation_energy_credit,partial_parking_lot_credit,water_qual_protect_chg_rsfa,fallen_officer_rescue_credit,ch_ch_village_charge_rg,municipal_homeowners_credit,dev_dist_special_tax_kv,ch_ch_village_property_tax,water_qual_protect_chg_mfr,ch_ch_section_5_property_tax,barnesville_property_tax,fire_sprinkler_tax_credit,water_qual_protect_chg_rsfd,excess_homeowner_credit,washington_grove_property_tax,swimclub,municipal_swimclub,ch_ch_view_property_tax,county_property_tax,rockville_stormwater_mgmt_fee,residence,kensington_property_tax,state_homeowner_s_credit,bay_restoration_fund,bill_total,rockville_front_foot_chg,religious_organizations_credit,ch_ch_town_property_tax,takoma_park_property_tax,property_address,water_quality_protect_chg_gov,full_parking_lot_credit,ch_ch_section_3_charge_rh,conservation_land_tax_credit,county_property_tax_credit,enterprise_zone_municipal,garrett_park_charge_rl,water_quality_protect_chg_np,location_1,martins_addition_property_tax,oakmont_property_tax,state_property_tax,zip_code,:@computed_region_vu5j_pcmz,:@computed_region_d7bw_bq6x,:@computed_region_kbsp_ykn9,:@computed_region_tx5f_5em3,:@computed_region_rbt8_3x7n,:@computed_region_6ryf_isx3
463,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6978.28,0.00,0.00,0.00,0.00,0.00,0.00,326.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1073.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5035.27,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,6978.28,0.00,0.00,0.00,0.00,9230  WARREN ST,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.00737', 'human_address': '{""address"": ""9230 WARREN ST"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20910""}', 'needs_recoding': False, 'longitude': '-77.049169'}",0.00,0.00,543.20,20910,5,3065,6,5,1,1
464,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1407816,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5279.82,0.00,0.00,0.00,0.00,0.00,0.00,57.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1115.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3706.72,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,5279.82,0.00,0.00,0.00,0.00,8404  GREENWOOD AVE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '38.994512', 'human_address': '{""address"": ""8404 GREENWOOD AVE"", ""city"": ""TAKOMA PARK"", ""state"": ""MD"", ""zip"": ""20912""}', 'needs_recoding': False, 'longitude': '-77.001257'}",0.00,0.00,399.88,20912,5,3062,8,5,1,1
465,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400941,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5103.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,373.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4183.94,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,5103.40,0.00,0.00,0.00,0.00,2121  COLERIDGE DR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.014102', 'human_address': '{""address"": ""2121 COLERIDGE DR"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20910""}', 'needs_recoding': False, 'longitude': '-77.045606'}",0.00,0.00,451.36,20910,5,3065,10,5,1,1
466,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6575,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FIELDCREST RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""FIELDCREST RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
467,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,491.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,443.31,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,491.13,0.00,0.00,0.00,0.00,DAMASCUS RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""DAMASCUS RD"", ""city"": ""GAITHERSBURG"", ""state"": ""MD"", ""zip"": ""20882""}', 'needs_recoding': True}",0.00,0.00,47.82,20882,,,,,,
468,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3082,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.00,0.00,0.00,0.00,0.00,0.00,0.00,139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,139.00,0.00,0.00,0.00,0.00,GEORGIA AVE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""GEORGIA AVE"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MULLINIX MILL RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""MULLINIX MILL RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
470,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9248,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ELTON FARM RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""ELTON FARM RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
471,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11958,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,142.50,0.00,0.00,0.00,0.00,1ST ST,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.50,"{'human_address': '{""address"": ""1ST ST"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
472,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,578,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MONTGOMERY ST,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""MONTGOMERY ST"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
473,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17226,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,RUNNING BROOK DR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""RUNNING BROOK DR"", ""city"": ""CLARKSBURG"", ""state"": ""MD"", ""zip"": ""20871""}', 'needs_recoding': True}",0.00,0.00,0.00,20871,,,,,,
474,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1405258,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,448.32,0.00,0.00,0.00,0.00,603  KENBROOK DR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.22,"{'latitude': '39.039571', 'human_address': '{""address"": ""603 KENBROOK DR"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.018599'}",0.00,0.00,0.00,20902,4,17,17,4,1,1
475,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5401,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,OLNEY LAYTONSVILLE RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""OLNEY LAYTONSVILLE RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
476,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8368,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MUNCASTER RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""MUNCASTER RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
477,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400484,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5548.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,373.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4499.56,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,5548.07,0.00,0.00,0.00,0.00,2115  SALISBURY RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.008457', 'human_address': '{""address"": ""2115 SALISBURY RD"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20910""}', 'needs_recoding': False, 'longitude': '-77.04738'}",0.00,0.00,485.41,20910,5,3065,6,5,1,1
478,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1401854,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3945.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,373.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3138.48,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,3945.16,0.00,0.00,0.00,0.00,802  GREGORIO DR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.009966', 'human_address': '{""address"": ""802 GREGORIO DR"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20901""}', 'needs_recoding': False, 'longitude': '-76.995018'}",0.00,0.00,338.58,20901,5,21,8,5,1,1
479,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400688,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3478.09,0.00,0.00,0.00,0.00,0.00,0.00,162.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,357.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2669.92,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,3478.09,0.00,0.00,0.00,0.00,9341  FRASER AVE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.009164', 'human_address': '{""address"": ""9341 FRASER AVE"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20910""}', 'needs_recoding': False, 'longitude': '-77.050948'}",0.00,0.00,288.03,20910,5,3065,6,5,1,1
480,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1407758,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4838.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,836.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3526.08,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,4838.38,0.00,0.00,0.00,0.00,8501  GREENWOOD AVE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '38.994986', 'human_address': '{""address"": ""8501 GREENWOOD AVE"", ""city"": ""TAKOMA PARK"", ""state"": ""MD"", ""zip"": ""20912""}', 'needs_recoding': False, 'longitude': '-77.001416'}",0.00,0.00,380.39,20912,5,3062,8,5,1,1
481,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7604,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,SNOUFFER SCHOOL RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""SNOUFFER SCHOOL RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
482,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1406583,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5569.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,373.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4604.44,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,5569.26,0.00,0.00,0.00,0.00,14  SADDLEROCK CT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.049687', 'human_address': '{""address"": ""14 SADDLEROCK CT"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20902""}', 'needs_recoding': False, 'longitude': '-77.023792'}",0.00,0.00,496.72,20902,4,17,17,4,1,1
483,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3275,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1105.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,997.70,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,1105.33,0.00,0.00,0.00,0.00,DAMASCUS RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""DAMASCUS RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,107.63,,,,,,,
484,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5924,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MUNCASTER RD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""MUNCASTER RD"", ""city"": """", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,0.00,,,,,,,
485,0.00,0.00,0.00,0.00,0.00,291.96,145.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11947,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4206.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,29.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3125.27,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,60.00,4206.19,0.00,0.00,0.00,0.00,21616  1ST ST,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.211154', 'human_address': '{""address"": ""21616 1ST ST"", ""city"": ""GAITHERSBURG"", ""state"": ""MD"", ""zip"": ""20882""}', 'needs_recoding': False, 'longitude': '-77.140549'}",0.00,0.00,363.33,20882,4,29,46,4,22,1
486,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400894,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5860.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,373.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4867.08,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,5860.24,0.00,0.00,0.00,0.00,9703  FOREST GLEN CT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'latitude': '39.014969', 'human_address': '{""address"": ""9703 FOREST GLEN CT"", ""city"": ""SILVER SPRING"", ""state"": ""MD"", ""zip"": ""20910""}', 'needs_recoding': False, 'longitude': '-77.049169'}",0.00,0.00,525.06,20910,5,3065,10,5,1,1
487,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4805,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.53,0.00,NOT A PRINCIPAL RESIDENCE,0.00,0.00,0.00,46.01,0.00,0.00,0.00,0.00,5815  ROLLING DR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"{'human_address': '{""address"": ""5815 ROLLING DR"", ""city"": ""LAYTONSVILLE"", ""state"": ""MD"", ""zip"": """"}', 'needs_recoding': True}",0.00,0.00,4.48,,,,,,,
